CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO,M14.OHT.STATECNT.HTSTOP,M14.OHT.STATECNT.CONGESTED,M14.OHT.STATECNT.ABNORMAL,M14.OHT.STATECNT.OBSANDBZSTOP,M14B.QUE.OHT.OHTUTIL,M14B.QUE.OHT.CURRENTOHTQCNT,M14B.QUE.TIME.AVGTOTALTIME,M14B.QUE.TIME.AVGTOTALTIME1MIN,M14B.QUE.ABN.AOTRANSDELAY,M14B.OHT.ALERT.OHTMCPALARMCNT,M14B.LFT.4ABLD111.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD112.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD121.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD122.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD131.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD132.TOTAL_CURRENTQCNT,M14B.QUE.ALL.7F_TO_HUB_JOB,M14B.QUE.ALL.7F_TO_HUB_JOB_ALT,M14B.QUE.OHT.7F_TO_HUB_CMD,M14B.LFT.SENDFAB.TO_M16HUB_CURRENTQCNT,M16_PKT.QUE.OHT.OHTUTIL,M16_PKT.QUE.TIME.AVGTOTALTIME1MIN,M16_PKT.QUE.ABN.AOTRANSDELAY,M16_PKT.OHT.ALERT.OHTMCPALARMCNT,M16_WT.QUE.OHT.OHTUTIL,M16_WT.QUE.TIME.AVGTOTALTIME1MIN,M16_WT.QUE.ABN.AOTRANSDELAY,M16_WT.OHT.ALERT.OHTMCPALARMCNT
2026-05-07 01:23:00,1085,570,261,88.5,,0,0,0,4.7,6.886,0,162,742,444,298,1282,,,29,34,26,32,17,24,22,27,28,23,61,0,0,0,0,0,161,79.46,618,2.899,3.044,,0,10,12,6,8,5,6,53,6,45,76,25.71,5.151,,0,32.95,1.512,,0
2026-05-07 01:24:00,1087,569,273,91.64,,0,0,0,4.809,5.475,0,157,745,443,302,1288,,,27,31,24,32,14,27,25,28,29,20,64,0,.59,0,0,0,161,79.86,624,2.899,2.899,,0,6,8,4,8,8,6,54,4,48,72,25.71,5.094,,0,24.43,1.448,,0
2026-05-07 01:25:00,1093,566,281,91.99,,0,0,0,4.603,5.697,0,152,719,427,292,1270,,,25,31,21,33,20,27,27,29,35,20,65,0,0,0,0,0,161,79.18,616,2.902,2.85,0,0,8,5,5,9,8,8,53,6,45,71,25.71,4.593,0,0,9.66,1.518,0,0
2026-05-07 01:26:00,1080,575,267,89.2,,0,0,0,4.694,5.892,0,144,696,413,283,1245,,,24,34,19,33,22,29,25,28,31,24,65,0,0,0,0,0,161,78.64,620,2.896,2.875,,0,9,6,7,9,6,4,54,6,47,74,31.43,4.049,,0,17.05,1.87,,0
2026-05-07 01:27:00,1095,577,268,88.5,,0,0,0,4.853,8.938,0,144,713,423,290,1270,,,28,34,21,34,22,29,23,29,32,25,65,0,0,0,0,0,161,78.64,615,2.91,2.964,,0,7,8,8,6,6,11,56,10,43,76,37.14,3.998,,0,42.05,2.315,,0
2026-05-07 01:28:00,1090,587,256,87.11,,0,0,0,4.942,5.262,0,141,721,421,300,1283,,,31,35,24,35,22,28,18,31,32,27,64,0,0,0,0,0,161,80.27,657,2.91,2.876,,0,6,8,12,8,7,7,49,7,40,72,31.43,4.665,,0,36.36,1.868,,0
2026-05-07 01:29:00,1100,578,265,88.15,,0,0,0,4.884,8.576,0,137,717,418,299,1267,,,29,38,24,32,19,27,21,29,29,30,63,0,0,0,0,0,161,77.69,625,2.902,2.784,,0,7,7,11,7,6,4,45,3,41,69,28.57,4.223,,0,22.16,1.118,,0
2026-05-07 01:30:00,1093,591,259,86.06,,0,0,0,4.981,5.341,0,129,694,405,289,1259,,,25,38,25,33,16,28,24,33,29,30,63,0,.59,0,0,0,161,82.86,659,2.894,2.846,0,0,7,9,9,9,8,6,42,3,39,65,20,4.545,0,0,17.61,1.49,0,0
2026-05-07 01:31:00,1118,577,266,87.11,,0,0,0,4.864,6.788,0,140,723,423,300,1260,,,32,38,24,28,17,28,24,29,31,31,60,0,0,0,0,0,161,85.58,696,2.885,2.775,,0,9,5,6,6,8,8,49,4,44,69,20,3.918,,0,12.5,1.791,,0
2026-05-07 01:32:00,1095,575,258,86.76,,0,0,0,4.903,4.71,0,142,705,407,298,1269,,,29,37,25,30,19,26,28,27,29,33,60,0,0,0,0,0,161,86.67,706,2.871,2.91,,0,9,5,5,3,6,12,52,6,43,70,14.29,3.453,,0,26.7,2.173,,0
2026-05-07 01:33:00,1096,563,253,84.32,,0,0,0,4.855,6.834,0,144,709,401,308,1252,,,28,39,28,38,21,25,28,28,30,36,60,0,0,0,0,0,161,89.12,705,2.864,2.989,,0,9,5,4,4,7,11,49,5,42,74,25.71,4.241,,0,27.84,1.539,,0
2026-05-07 01:34:00,1085,564,249,83.62,,0,0,0,4.906,4.828,0,138,691,388,303,1235,,,28,37,30,33,25,28,25,34,30,40,60,0,.59,0,0,0,161,90.75,730,2.879,3.061,,0,7,6,4,7,5,5,54,7,46,71,34.29,4.21,,0,19.32,1.205,,0
2026-05-07 01:35:00,1079,561,244,80.14,,0,0,0,4.789,5.986,0,145,693,387,306,1230,,,25,41,28,35,20,28,32,28,31,41,65,0,0,0,0,0,161,87.48,698,2.889,2.951,0,0,4,5,6,8,4,3,63,8,53,77,28.57,5.199,0,0,7.39,1.523,0,0
2026-05-07 01:36:00,1070,550,244,81.18,,0,0,0,4.813,5.022,0,150,673,374,299,1217,,,28,41,30,34,20,27,31,28,29,40,63,0,0,0,0,0,161,83.27,643,2.924,3.194,,0,6,3,7,5,7,7,52,7,45,74,11.43,4.599,,0,10.8,1.591,,0
2026-05-07 01:37:00,1091,545,243,82.58,,0,0,0,4.963,9.022,0,141,702,388,314,1241,,,27,41,30,29,18,30,28,33,27,42,61,0,0,0,0,0,161,81.5,636,2.96,3.182,,0,7,3,8,5,8,4,55,7,48,73,20,5.057,,0,36.36,2.171,,0
2026-05-07 01:38:00,1071,553,238,80.49,,0,0,0,5.037,4.863,0,138,706,385,321,1226,,,25,40,29,28,21,24,29,30,32,40,61,0,.59,0,0,0,161,84.08,676,2.972,3.056,,0,9,6,7,5,7,4,55,6,49,72,17.14,4.923,,0,32.95,2.01,,0
2026-05-07 01:39:00,1067,568,234,79.09,,0,0,0,4.833,8.185,0,134,683,372,311,1211,,,26,41,31,29,19,26,31,28,32,37,60,0,.59,0,0,0,161,81.63,639,2.994,3.003,,0,5,7,8,6,4,7,57,9,48,72,22.86,3.454,,0,20.45,1.15,,0
2026-05-07 01:40:00,1051,565,226,74.91,,0,0,0,4.904,4.64,0,170,671,361,310,1228,,,30,35,26,27,21,27,30,33,32,34,58,0,.59,0,0,0,161,82.31,673,3.03,3.198,0,0,9,5,7,10,6,7,56,9,47,77,31.43,4.07,0,0,17.05,1.434,0,0
2026-05-07 01:41:00,1066,568,237,78.05,,0,0,0,4.632,5.569,0,160,693,375,318,1237,,,30,37,23,31,19,27,35,33,32,34,57,0,.59,0,0,0,161,85.03,681,3.051,3.002,,0,7,7,5,7,5,8,57,10,47,76,20,4.023,,0,17.61,2.026,,0
2026-05-07 01:42:00,1071,564,242,80.84,,0,0,0,4.655,4.377,0,177,692,372,320,1249,,,27,39,24,30,18,28,37,37,28,35,55,0,.59,0,0,0,161,85.58,683,3.058,2.995,,0,6,6,3,6,9,8,51,10,41,73,28.57,3.641,,0,36.93,2.208,,0
2026-05-07 01:43:00,1076,565,246,81.53,,0,0,0,4.73,5.956,0,175,719,389,330,1260,,,29,40,22,30,20,29,38,41,31,35,55,0,.59,0,0,0,161,83.27,666,3.021,2.67,,0,8,8,6,6,8,7,47,6,41,73,28.57,4.354,,0,30.68,1.776,,0
2026-05-07 01:44:00,1066,563,251,82.58,,0,0,0,4.733,5.039,0,177,701,380,321,1237,,,23,42,21,29,17,30,40,38,31,34,53,0,.59,0,0,0,161,81.77,660,2.988,2.731,,0,8,7,9,7,5,6,48,3,43,70,28.57,4.472,,0,17.05,1.536,,0
2026-05-07 01:45:00,1074,574,240,81.18,,0,0,0,4.499,4.541,0,174,702,368,334,1230,,,26,42,27,29,19,28,42,41,35,30,59,0,.59,0,0,0,161,80.14,647,2.982,2.882,0,0,7,5,9,11,4,8,53,6,47,71,28.57,4.036,0,0,14.2,1.308,0,0
2026-05-07 01:46:00,1060,579,235,80.14,,0,0,0,4.555,5.182,0,182,704,382,322,1249,,,28,37,27,30,21,29,42,40,35,35,56,0,.59,0,0,0,161,78.37,619,2.968,3.056,,0,5,9,12,12,6,6,49,5,44,69,28.57,3.459,,0,10.8,1.871,,0
2026-05-07 01:47:00,1075,575,237,80.14,,0,0,0,4.607,5.994,0,182,731,401,330,1264,,,29,37,26,32,23,25,36,41,34,34,59,0,.59,0,0,0,161,82.18,644,2.972,3.164,,0,11,7,9,9,5,9,52,7,43,75,28.57,4.048,,0,43.75,1.894,,0
2026-05-07 01:48:00,1070,562,244,81.88,,0,0,0,4.674,5.208,0,171,709,391,318,1263,,,34,38,22,34,23,26,34,42,37,35,60,0,.59,0,0,0,161,81.36,645,2.951,2.904,,0,8,6,10,6,8,8,50,6,43,73,17.14,3.799,,0,38.64,1.463,,0
2026-05-07 01:49:00,1076,559,249,82.23,,0,0,0,4.538,6.274,0,166,712,388,324,1249,,,31,40,22,29,22,34,32,41,39,34,61,0,.59,0,0,0,161,81.09,637,2.942,2.913,,0,10,7,10,7,9,11,49,6,43,73,31.43,4.108,,0,25.57,1.476,,0
2026-05-07 01:50:00,1079,560,251,82.93,,0,0,0,4.605,5.185,0,162,694,381,313,1230,,,30,36,21,30,21,33,31,38,37,34,59,0,1.78,0,0,0,161,81.22,651,2.921,2.988,0,0,7,6,8,11,6,10,51,7,44,74,31.43,4.293,0,0,19.89,1.224,0,0
2026-05-07 01:51:00,1117,550,262,86.76,,0,0,0,4.267,4.025,0,153,735,408,327,1256,,,31,36,24,28,21,31,29,33,33,34,61,0,1.78,0,0,0,161,79.73,626,2.916,2.951,,0,9,6,8,11,6,8,52,7,45,74,22.86,4.08,,0,18.75,1.962,,0
2026-05-07 01:52:00,1116,554,262,86.41,,0,0,0,4.416,5.689,0,156,718,404,314,1275,,,29,33,21,30,20,29,33,32,35,31,58,0,1.18,0,0,0,161,79.32,633,2.905,2.829,,0,8,9,7,9,7,9,52,5,47,74,11.43,3.242,,0,31.82,1.975,,0
2026-05-07 01:53:00,1135,550,264,85.71,,0,0,0,4.302,4.332,0,150,728,419,309,1278,,,27,35,22,28,19,30,31,35,32,33,65,0,1.18,0,0,0,161,81.63,648,2.91,2.747,,0,10,9,10,9,5,9,49,6,42,76,14.29,4.577,,0,34.66,1.686,,0
2026-05-07 01:54:00,1122,559,255,83.28,,0,0,0,4.401,5.26,0,147,700,408,292,1266,,,27,41,20,30,22,29,30,35,34,32,65,0,1.18,0,0,0,161,81.5,644,2.921,2.864,,0,10,9,8,12,7,10,48,7,40,73,25.71,4.188,,0,23.86,1.447,,0
2026-05-07 01:55:00,1129,562,258,86.41,,0,0,0,4.265,4.252,0,138,731,430,301,1277,,,27,37,24,27,20,28,28,33,34,33,67,0,1.18,0,0,0,161,83.4,672,2.925,2.925,0,0,8,9,10,9,9,10,48,6,42,70,28.57,3.564,0,0,13.07,1.424,0,0
2026-05-07 01:56:00,1125,557,248,83.62,,0,0,0,4.352,5.351,0,141,720,428,292,1279,,,27,36,27,30,21,32,28,37,33,35,69,0,1.18,0,0,0,161,87.21,709,2.91,2.906,,0,9,10,7,8,11,8,49,3,45,68,22.86,4.202,,0,9.66,1.635,,0
2026-05-07 01:57:00,1142,557,256,84.67,,0,0,0,4.26,4.705,0,133,730,432,298,1303,,,27,37,22,27,22,31,28,37,36,33,70,0,1.78,0,0,0,161,85.99,666,2.901,3.005,,0,9,8,8,4,9,8,46,4,40,64,14.29,4.232,,0,43.75,2.02,,0
2026-05-07 01:58:00,1136,555,262,87.11,,0,0,0,4.374,5.396,0,129,748,436,312,1311,,,22,36,21,31,23,31,28,38,31,35,69,0,1.18,0,0,0,161,84.76,685,2.893,2.933,,0,11,7,8,5,5,11,44,3,41,63,22.86,3.596,,0,38.07,1.477,,0
2026-05-07 01:59:00,1134,554,261,87.46,,0,0,0,4.235,4.198,0,129,728,428,300,1283,,,25,36,26,31,21,27,26,35,31,32,69,0,.59,0,0,0,161,85.58,692,2.904,3.014,,0,7,8,5,6,7,10,46,5,41,64,37.14,4.267,,0,27.84,1.467,,0
2026-05-07 02:00:00,1129,550,256,86.41,,0,0,0,4.367,5.728,0,132,723,427,296,1296,,,30,39,27,28,23,25,25,35,30,30,68,0,1.78,0,0,0,161,87.48,685,2.891,2.884,0,0,8,6,8,7,5,8,40,3,37,58,34.29,4.334,0,0,18.75,1.494,0,0
2026-05-07 02:01:00,1137,572,248,83.97,,0,0,0,4.315,4.573,0,117,739,439,300,1251,,,31,38,29,28,20,27,26,33,33,31,65,0,1.78,0,0,0,161,88.57,695,2.907,3.086,,0,8,4,8,11,5,7,36,1,35,55,28.57,4.618,,0,14.77,1.941,,0
2026-05-07 02:02:00,1124,562,264,87.46,,0,0,0,4.438,6.205,0,123,748,436,312,1253,,,29,39,29,30,20,28,25,32,30,32,66,0,1.78,0,0,0,161,86.26,679,2.908,2.939,,0,4,4,6,7,7,5,35,3,32,51,28.57,4.064,,0,35.8,2.241,,0
2026-05-07 02:03:00,1131,568,247,81.88,,0,0,0,4.347,4.457,0,119,736,433,303,1233,,,29,36,27,32,20,32,30,33,32,32,68,0,1.78,0,0,0,161,84.35,662,2.937,3.134,,0,4,8,6,4,10,6,39,1,38,51,17.14,4.524,,0,31.25,1.77,,0
2026-05-07 02:04:00,1128,562,244,82.23,,0,0,0,4.534,7.156,0,120,751,431,320,1246,,,31,38,28,34,26,34,27,26,30,33,65,0,1.18,0,0,0,161,83.81,670,2.948,3.04,,0,3,9,5,2,7,4,44,2,42,51,25.71,3.506,,0,23.3,1.229,,0
2026-05-07 02:05:00,1137,547,258,86.41,,0,0,0,4.509,5.621,0,120,743,421,322,1235,,,29,41,27,30,26,34,25,27,31,35,65,0,1.18,0,0,0,161,82.99,648,2.957,3.015,0,0,1,8,5,4,7,5,41,3,38,55,28.57,3.581,0,0,15.91,1.459,0,0
2026-05-07 02:06:00,1107,557,251,84.67,,0,0,0,4.608,5.748,0,131,721,415,306,1243,,,27,40,28,31,28,31,24,29,32,36,63,0,1.18,0,0,0,161,81.09,646,2.991,3.185,,0,5,8,4,7,9,10,30,2,28,51,22.86,4.07,,0,9.66,1.738,,0
2026-05-07 02:07:00,1128,573,260,85.71,,0,0,0,4.615,6.615,0,120,757,435,322,1238,,,28,37,25,28,28,34,23,28,30,38,61,0,1.18,0,0,0,161,80.82,635,2.965,2.907,,0,5,5,6,8,7,9,38,2,36,57,17.14,4.156,,0,47.16,1.973,,0
2026-05-07 02:08:00,1126,569,261,87.11,,0,0,0,4.831,6.265,0,125,765,435,330,1259,,,27,37,27,28,27,33,27,32,33,34,58,0,1.18,0,0,0,161,84.08,658,2.934,2.682,,0,3,5,9,4,5,5,44,3,41,58,8.57,3.531,,0,38.64,1.759,,0
2026-05-07 02:09:00,1123,569,257,87.11,,0,0,0,4.756,5.825,0,135,752,425,327,1241,,,26,39,27,28,22,33,28,33,33,35,56,0,.59,0,0,0,161,85.58,668,2.907,2.787,,0,4,7,7,4,6,5,45,4,41,57,17.14,5.13,,0,25.57,1.589,,0
2026-05-07 02:10:00,1119,574,254,84.67,,0,0,0,4.915,5.715,0,140,727,413,314,1234,,,27,38,26,30,22,34,29,35,31,37,54,0,0,0,0,0,161,86.67,684,2.907,2.876,0,0,6,6,8,5,3,7,49,5,44,64,20,3.537,0,0,14.77,1.199,0,0
2026-05-07 02:11:00,1138,567,248,82.93,,0,0,0,4.706,6.033,0,153,747,434,313,1261,,,27,36,27,33,23,31,30,36,31,33,57,0,.59,0,0,0,161,88.03,684,2.892,2.831,,0,8,5,4,6,6,7,58,6,51,77,17.14,4.325,,0,18.18,1.9,,0
2026-05-07 02:12:00,1118,574,244,82.23,,0,0,0,4.811,6.143,0,155,723,422,301,1281,,,29,37,26,32,24,32,34,34,29,31,56,0,0,0,0,0,161,82.59,645,2.892,2.863,,0,8,5,8,6,9,7,53,11,41,76,11.43,4.485,,0,40.91,2.471,,0
2026-05-07 02:13:00,1116,576,244,83.28,,0,0,0,4.772,7.044,0,160,732,423,309,1266,,,24,40,24,33,27,32,30,33,29,30,56,0,0,0,0,0,161,83.67,665,2.846,2.699,,0,6,8,10,6,8,10,53,9,43,75,14.29,4.356,,0,41.48,1.791,,0
2026-05-07 02:14:00,1118,581,243,81.18,,0,0,0,4.819,5.122,0,176,750,432,318,1304,,,29,38,27,32,26,32,31,34,29,32,57,0,.59,0,0,0,161,82.86,651,2.814,2.813,,0,4,9,5,9,5,8,54,10,42,73,17.14,4.264,,0,30.68,1.698,,0
2026-05-07 02:15:00,1100,599,243,81.18,,0,0,0,4.653,5.635,0,164,736,419,317,1290,,,29,36,24,31,26,32,32,30,31,31,60,0,0,0,0,0,161,80.82,637,2.812,2.883,0,0,5,7,4,9,6,9,56,8,47,72,14.29,4.099,0,0,25.57,1.254,0,0
2026-05-07 02:16:00,1089,595,239,82.23,,0,0,0,4.738,5.084,0,161,720,407,313,1272,,,26,37,22,29,25,32,30,30,35,33,61,0,0,0,0,0,161,85.44,673,2.805,2.904,,0,7,4,7,4,11,9,60,7,51,74,11.43,4.091,,0,21.02,1.791,,0
2026-05-07 02:17:00,1099,593,239,80.49,,0,0,0,4.645,6.424,0,157,749,430,319,1301,,,23,36,23,28,26,34,29,31,35,31,64,0,.59,0,0,0,161,85.17,666,2.784,2.808,,0,11,7,7,4,9,9,55,7,48,72,31.43,4.163,,0,50,2.301,,0
2026-05-07 02:18:00,1096,591,235,79.79,,0,0,0,4.672,5.302,0,156,733,422,311,1316,,,26,37,25,30,27,33,29,33,33,30,61,0,0,0,0,0,161,83.95,653,2.785,2.754,,0,8,12,8,7,7,8,56,8,48,73,28.57,4.017,,0,45.45,2.139,,0
2026-05-07 02:19:00,1116,580,234,77,,0,0,0,4.564,6.525,0,146,750,429,321,1301,,,27,39,23,28,28,31,28,33,31,28,62,0,.59,0,0,0,161,84.22,663,2.807,3.001,,0,7,9,8,10,5,9,49,6,43,72,25.71,4.499,,0,33.52,1.635,,0
2026-05-07 02:20:00,1111,586,235,79.44,,0,0,0,4.641,5.35,0,146,736,422,314,1321,,,24,35,25,30,26,29,26,35,30,25,62,0,.59,0,0,0,161,80.82,644,2.793,2.795,0,0,7,9,7,12,6,11,42,5,37,67,25.71,5.059,0,0,19.32,1.576,0,0
2026-05-07 02:21:00,1139,586,243,79.79,,0,0,0,4.421,6.199,0,132,766,447,319,1305,,,24,40,23,30,23,29,26,37,34,29,62,0,.59,0,0,0,161,85.71,672,2.791,2.802,,0,8,6,5,9,11,10,54,7,47,76,40,4.165,,0,15.91,1.952,,0
2026-05-07 02:22:00,1123,581,236,79.79,,0,0,0,4.551,5.762,0,143,749,435,314,1303,,,23,38,22,29,19,33,31,34,31,28,61,0,.59,0,0,0,161,81.77,636,2.815,3.01,,0,9,3,4,7,9,12,56,7,49,80,48.57,5.309,,0,37.5,2.322,,0
2026-05-07 02:23:00,1146,573,250,84.32,,0,0,0,4.525,7.686,0,137,770,442,328,1326,,,24,39,23,27,19,30,27,36,27,26,61,0,2.37,0,0,0,161,80.41,621,2.836,2.817,,0,8,4,9,5,6,9,50,7,43,72,48.57,4.578,,0,36.93,1.997,,0
2026-05-07 02:24:00,1139,575,251,84.67,,0,0,0,4.679,6.101,0,126,757,436,321,1325,,,24,35,21,30,17,30,23,33,25,26,63,0,2.37,0,0,0,161,76.73,598,2.818,2.764,,0,7,5,8,4,6,5,49,6,43,66,20,4.14,,0,23.86,1.97,,0
2026-05-07 02:25:00,1134,574,251,83.97,,0,0,0,4.269,4.471,0,130,762,434,328,1300,,,24,36,21,31,21,31,24,34,26,24,61,0,2.96,0,0,0,161,78.78,608,2.815,2.742,0,0,5,7,6,6,10,7,55,9,46,74,22.86,4.54,0,0,15.91,1.453,0,0
2026-05-07 02:26:00,1119,572,240,79.44,,0,0,0,4.453,6.238,0,131,743,429,314,1310,,,27,34,20,32,22,31,25,36,23,25,59,0,3.55,0,0,0,161,77.41,609,2.836,3.08,,0,7,6,8,9,8,10,52,8,43,74,28.57,4.291,,0,17.61,1.784,,0
2026-05-07 02:27:00,1125,567,235,78.75,,0,0,0,4.558,7.892,0,145,776,453,323,1313,,,22,32,22,34,22,32,24,29,23,23,58,0,2.37,0,0,0,161,79.46,619,2.835,2.857,,0,8,7,8,10,6,10,51,6,44,75,25.71,3.878,,0,49.43,2.118,,0
2026-05-07 02:28:00,1115,580,235,78.75,,0,0,0,4.805,6.907,0,141,774,456,318,1301,,,21,36,28,31,16,30,22,26,24,25,58,0,1.78,0,0,0,161,78.1,617,2.81,2.57,,0,8,6,8,9,6,8,50,4,46,74,31.43,4.295,,0,44.89,1.4,,0
2026-05-07 02:29:00,1111,586,231,79.09,,0,0,0,4.487,6.277,0,147,761,450,311,1297,,,27,35,26,32,22,29,23,21,30,23,61,0,1.78,0,0,0,161,79.46,615,2.789,2.782,,0,9,7,6,7,5,5,49,4,44,72,31.43,3.748,,0,30.11,1.357,,0
2026-05-07 02:30:00,1104,576,236,78.4,,0,0,0,4.798,7.665,0,156,754,442,312,1290,,,29,35,23,31,19,29,23,19,28,24,61,0,1.78,0,0,0,161,76.6,608,2.772,2.799,0,0,9,5,5,7,6,7,44,5,38,68,20,3.507,0,0,23.86,1.517,0,0
2026-05-07 02:31:00,1113,576,233,80.14,,0,0,0,4.396,4.382,0,154,783,464,319,1310,,,27,32,21,32,16,28,24,19,28,23,60,0,0,0,0,0,161,76.73,591,2.778,2.901,,0,7,3,4,7,5,10,45,4,41,67,20,4.255,,0,19.89,1.898,,0
2026-05-07 02:32:00,1108,570,241,81.88,,0,0,0,4.674,7.519,0,155,771,456,315,1321,,,25,32,22,29,17,29,24,21,24,23,61,0,.59,0,0,0,161,76.6,613,2.791,2.995,,0,7,5,8,7,5,9,51,6,44,69,22.86,4.533,,0,44.89,2.251,,0
2026-05-07 02:33:00,1119,581,257,85.02,,0,0,0,4.646,7.282,0,151,801,479,322,1318,,,24,29,23,24,21,26,23,19,21,25,62,0,1.18,0,0,0,161,82.04,638,2.801,2.922,,0,7,7,11,6,9,8,48,7,40,71,20,3.695,,0,46.59,2.173,,0
2026-05-07 02:34:00,1113,572,257,84.67,,0,0,0,4.912,7.326,0,141,797,477,320,1302,,,27,27,23,26,23,27,16,19,23,25,61,0,1.18,0,0,0,161,78.91,620,2.803,2.783,,0,7,5,9,7,10,7,46,3,43,68,22.86,5.413,,0,30.68,1.569,,0
2026-05-07 02:35:00,1101,571,258,86.41,,0,0,0,4.526,5.786,0,138,785,468,317,1287,,,26,28,19,31,23,26,14,20,23,24,60,0,1.18,0,0,0,161,79.59,617,2.782,2.712,0,0,7,4,7,8,8,9,47,3,42,66,25.71,4.88,0,0,21.02,1.416,0,0
2026-05-07 02:36:00,1084,581,253,86.06,,0,0,0,4.798,6.99,0,133,760,455,305,1259,,,20,33,21,31,19,26,16,18,22,24,60,0,0,0,0,0,161,76.05,594,2.771,2.821,,0,6,6,8,9,6,10,41,2,39,63,25.71,5.076,,0,15.91,1.832,,0
2026-05-07 02:37:00,1076,582,246,82.93,,0,0,0,4.546,6.475,0,132,749,450,299,1252,,,22,37,21,29,22,25,16,21,19,22,60,0,0,0,0,0,161,76.6,603,2.769,2.797,,0,6,11,5,8,6,10,43,4,39,66,28.57,4.675,,0,38.64,2.27,,0
2026-05-07 02:38:00,1062,588,245,81.18,,0,0,0,4.819,7.114,0,131,726,435,291,1239,,,24,33,18,27,24,26,16,17,24,21,59,0,0,0,0,0,161,76.05,607,2.778,2.718,,0,6,12,8,8,6,9,41,4,37,66,17.14,3.715,,0,36.36,2.204,,0
2026-05-07 02:39:00,1046,588,232,77.35,,0,0,0,4.539,5.675,0,133,703,424,279,1219,,,27,32,19,25,21,29,20,19,24,22,58,0,0,0,0,0,161,77.69,617,2.806,2.89,,0,9,4,8,5,7,7,47,3,44,65,28.57,4.295,,0,26.7,1.31,,0
2026-05-07 02:40:00,1026,591,231,78.05,,0,0,0,4.806,7.56,0,164,684,407,277,1234,,,26,32,20,22,24,30,16,16,22,24,58,0,0,0,0,0,161,76.73,613,2.793,2.671,0,0,9,6,6,5,7,10,39,3,36,61,31.43,5.115,0,0,20.45,1.287,0,0
2026-05-07 02:41:00,1051,585,245,82.23,,0,0,0,4.494,5.175,0,165,720,429,291,1248,,,29,37,18,24,23,27,18,19,18,23,58,0,0,0,0,0,161,80.57,627,2.768,2.643,,0,8,8,4,6,6,11,52,5,46,81,34.29,4.356,,0,14.2,1.828,,0
2026-05-07 02:42:00,1036,595,251,84.32,,0,0,0,4.847,8.491,0,164,699,419,280,1265,,,24,29,20,22,19,26,19,17,19,21,57,0,0,0,0,0,161,79.08,615,2.749,2.868,,0,6,9,2,6,5,13,59,7,50,75,25.71,4.167,,0,34.66,2.288,,0
2026-05-07 02:43:00,1045,589,257,86.41,,0,0,0,4.665,6.912,0,161,721,432,289,1250,,,25,30,18,23,21,22,18,19,21,19,55,0,0,0,0,0,161,77.58,613,2.729,2.792,,0,5,7,4,7,7,14,54,8,44,77,20,4.579,,0,51.7,2.087,,0
2026-05-07 02:44:00,1032,594,247,82.23,,0,0,0,4.906,7.146,0,170,733,437,296,1286,,,25,30,17,24,19,23,22,15,24,16,55,0,.59,0,0,0,161,76.9,611,2.726,2.753,,0,5,9,6,9,5,11,56,8,47,75,14.29,5.36,,0,35.8,1.204,,0
2026-05-07 02:45:00,1023,596,233,77,,0,0,0,4.536,5.639,0,169,712,422,290,1242,,,26,28,20,20,23,26,19,17,22,19,54,0,.59,0,0,0,161,78.53,625,2.734,2.779,0,0,6,11,7,5,7,9,48,6,42,72,25.71,4.101,0,0,25,1.335,0,0
